wosarticle__ti	wosarticle__py	docauthinst__AU	wosarticle__doc	wosarticle__di	relevance_netrelevant
Adaptive video streaming testbed design for performance study and assessment of QoE	2018	"Taha, M; <br>Lloret, J; <br>Ali, A; <br>Garcia, L"	"<a href=""/scoping/document/47/813710"">813710</a>"	http://dx.doi.org/10.1002/dac.3551	0
Scalable and Parameterized Architecture for Efficient Stream Mining	2018	"Zhang, L; <br>Li, DW; <br>Zou, XC; <br>Hu, Y; <br>Xu, XW"	"<a href=""/scoping/document/47/813711"">813711</a>"	http://dx.doi.org/10.1587/transfun.E101.A.219	0
Sensitivity of Redox and Optical Properties of Electroactive Carbazole Derivatives to the Molecular Architecture and Methoxy Substitutions	2018	"Sallenave, X; <br>Bucinskas, A; <br>Salman, S; <br>Volyniuk, D; <br>Bezvikonnyi, O; <br>Mimaite, V; <br>Grazulevicius, JV; <br>Sini, G"	"<a href=""/scoping/document/47/813712"">813712</a>"	http://dx.doi.org/10.1021/acs.jpcc.8b02148	0
Action for increasing energy-saving behaviour in student residences at Rhodes University, South Africa	2018	"Bulunga, AAL; <br>Thondhlana, G"	"<a href=""/scoping/document/47/813713"">813713</a>"	http://dx.doi.org/10.1108/IJSHE-07-2017-0107	1
A simulation study for residential electricity user behavior under dynamic variable pricing with demand charge	2018	"Khadgi, P.; <br>Bai, L."	"<a href=""/scoping/document/47/813714"">813714</a>"	http://dx.doi.org/10.1080/24725854.2018.1440671	0
Security-constrained unit commitment in AC microgrids considering stochastic price-based demand response and renewable generation	2018	"Vahedipour-Dahraei, M.; <br>Najafi, H.R.; <br>Anvari-Moghaddam, A.; <br>Guerrero, J.M."	"<a href=""/scoping/document/47/813716"">813716</a>"	http://dx.doi.org/10.1002/etep.2596	0
PPU: Privacy-Aware Purchasing Unit for Residential Customers in Smart Electric Grids	2018	"Chowdhury, A.R.; <br>Ramanathan, P."	"<a href=""/scoping/document/47/813717"">813717</a>"	http://dx.doi.org/10.1109/VLSID.2018.95	0
Orchestrating an Effective Formulation to Investigate the Impact of EMSs (Energy Management Systems) for Residential Units Prior to Installation	2017	"Mahmood, D; <br>Javaid, N; <br>Ahmed, S; <br>Ahmed, I; <br>Niaz, IA; <br>Abdul, W; <br>Ghouzali, S"	"<a href=""/scoping/document/47/36320"">36320</a>"	http://dx.doi.org/10.3390/en10030335	0
Towards a User-Centered Feedback Design for Smart Meter Interfaces to Support Efficient Energy-Use Choices A Design Science Approach	2017	"Dalen, A; <br>Kramer, J"	"<a href=""/scoping/document/47/122677"">122677</a>"	http://dx.doi.org/10.1007/s12599-017-0489-x	1
How low exergy buildings and distributed electricity storage can contribute to flexibility within the demand side	2017	"Sandoval, D; <br>Goffin, P; <br>Leibundgut, H"	"<a href=""/scoping/document/47/241157"">241157</a>"	http://dx.doi.org/10.1016/j.apenergy.2016.11.026	0
Assessment of the impact of information feedback of prepaid meter on energy consumption of city residential buildings using bottom-up load modeling approach	2017	"Ayodele, TR; <br>Ogunjuyigbe, ASO; <br>Atiba, IA"	"<a href=""/scoping/document/47/259035"">259035</a>"	http://dx.doi.org/10.1016/j.scs.2017.01.015	0
Nudges in the marketplace: The response of household electricity consumption to information and monetary incentives	2017	Sudarshan, A	"<a href=""/scoping/document/47/320167"">320167</a>"	http://dx.doi.org/10.1016/j.jebo.2016.12.015	1
Energy density and storage capacity cost comparison of conceptual solid and liquid sorption seasonal heat storage systems for low-temperature space heating	2017	"Scapino, L; <br>Zondag, HA; <br>Van Bael, J; <br>Diriken, J; <br>Rindt, CCM"	"<a href=""/scoping/document/47/354533"">354533</a>"	http://dx.doi.org/10.1016/j.rser.2017.03.101	0
Urbanization, energy consumption and emissions in the Indian context A review	2017	"Franco, S; <br>Mandla, VR; <br>Rao, KRM"	"<a href=""/scoping/document/47/361128"">361128</a>"	http://dx.doi.org/10.1016/j.rser.2016.12.117	0
ICT entertainment appliances' impact on domestic electricity consumption	2017	"Pothitou, M; <br>Hanna, RF; <br>Chalvatzis, KJ"	"<a href=""/scoping/document/47/361405"">361405</a>"	http://dx.doi.org/10.1016/j.rser.2016.11.100	0
Co-designing the next generation of home energy management systems with lead-users	2017	"Peacock, AD; <br>Chaney, J; <br>Goldbach, K; <br>Walker, G; <br>Tuohy, P; <br>Santonja, S; <br>Todoli, D; <br>Owens, EH"	"<a href=""/scoping/document/47/586912"">586912</a>"	http://dx.doi.org/10.1016/j.apergo.2016.11.016	0
Understanding household energy use, decision making and behaviour in Guinea-Conakry by applying behavioural economics	2017	"Camara, N; <br>Xu, DY; <br>Binyet, E"	"<a href=""/scoping/document/47/591127"">591127</a>"	http://dx.doi.org/10.1016/j.rser.2017.03.128	0
Occupant behaviour and building renovation of the social housing stock: Current and future challenges	2017	"Santangelo, A; <br>Tondelli, S"	"<a href=""/scoping/document/47/724586"">724586</a>"	http://dx.doi.org/10.1016/j.enbuild.2017.04.019	0
A field study using an adaptive in-house pricing model for commercial and industrial customers in Korea	2017	Kim, MJ	"<a href=""/scoping/document/47/762969"">762969</a>"	http://dx.doi.org/10.1016/j.enpol.2016.12.024	0
Energy monitoring as a practice: Investigating use of the iMeasure online energy feedback tool	2017	"Foulds, C; <br>Robison, RAV; <br>Macrorie, R"	"<a href=""/scoping/document/47/763034"">763034</a>"	http://dx.doi.org/10.1016/j.enpol.2017.01.055	0
Designing more cost reflective electricity network tariffs with demand charges	2017	"Passey, R; <br>Haghdadi, N; <br>Bruce, A; <br>MacGill, I"	"<a href=""/scoping/document/47/768028"">768028</a>"	http://dx.doi.org/10.1016/j.enpol.2017.07.045	0
Vulnerability and resistance in the United Kingdom's smart meter transition	2017	"Sovacool, BK; <br>Kivimaa, P; <br>Hielscher, S; <br>Jenkins, K"	"<a href=""/scoping/document/47/768177"">768177</a>"	http://dx.doi.org/10.1016/j.enpol.2017.07.037	0
Using behavioral insights to make firms more energy efficient: A field experiment on the effects of improved communication	2017	"Rosenkranz, S; <br>Vringer, K; <br>Dirkmaat, T; <br>van den Broeke, E; <br>Abeelen, C; <br>Travaille, A"	"<a href=""/scoping/document/47/768178"">768178</a>"	http://dx.doi.org/10.1016/j.enpol.2017.05.056	0
What do people 'learn by looking' at direct feedback on their energy consumption? Results of a field study in Southern France	2017	"Kendel, A; <br>Lazaric, N; <br>Marechal, K"	"<a href=""/scoping/document/47/768238"">768238</a>"	http://dx.doi.org/10.1016/j.enpol.2017.06.020	1
Persistence of the effects of providing feedback alongside smart metering devices on household electricity demand	2017	"Schleich, J; <br>Faure, C; <br>Klobasa, M"	"<a href=""/scoping/document/47/768278"">768278</a>"	http://dx.doi.org/10.1016/j.enpol.2017.05.002	1
Modelling weather effects for impact analysis of residential time-of-use electricity pricing	2017	"Miller, R; <br>Golab, L; <br>Rosenberg, C"	"<a href=""/scoping/document/47/768367"">768367</a>"	http://dx.doi.org/10.1016/j.enpol.2017.03.015	0
Energy Conservation and Risk of Electric Outage: Laboratory Experimental Study	2017	"Tanaka, K; <br>Kurakawa, Y; <br>Sawada, E; <br>Akao, KI; <br>Managi, S"	"<a href=""/scoping/document/47/769123"">769123</a>"	http://dx.doi.org/10.1061/(ASCE)EY.1943-7897.0000386	1
Management and assessment of performance risks for bioclimatic buildings	2017	"Camara, T; <br>Kamsu-Foguem, B; <br>Diourte, B; <br>Maiga, AI; <br>Habbadi, A"	"<a href=""/scoping/document/47/769287"">769287</a>"	http://dx.doi.org/10.1016/j.jclepro.2017.01.063	0
Energy efficiency in households: The effectiveness of different types of messages in advertising campaigns	2017	"Casado, F; <br>Hidalgo, MC; <br>Garcia-Leiva, P"	"<a href=""/scoping/document/47/769919"">769919</a>"	http://dx.doi.org/10.1016/j.jenvp.2017.08.003	4
Lead-lag relationships between global mean temperature and the atmospheric CO2 content in dependence of the type and time scale of the forcing	2017	"Muryshev, KE; <br>Eliseev, AV; <br>Mokhov, II; <br>Timazhev, AV"	"<a href=""/scoping/document/47/773157"">773157</a>"	http://dx.doi.org/10.1016/j.gloplacha.2016.11.005	0
An investigation of renewable certificates policy in Swedish electricity industry using an integrated system dynamics model	2017	"Tang, O; <br>Rehme, J"	"<a href=""/scoping/document/47/774184"">774184</a>"	http://dx.doi.org/10.1016/j.ijpe.2017.03.012	0
Making 'Smart Meters' smarter? Insights from a behavioural economics pilot field experiment in Copenhagen, Denmark	2017	"Bager, S; <br>Mundaca, L"	"<a href=""/scoping/document/47/774302"">774302</a>"	http://dx.doi.org/10.1016/j.erss.2017.04.008	1
Assessment of the impact of intelligent DSM methods in the Galapagos Islands toward a Smart Grid	2017	"Morales, DX; <br>Besanger, Y; <br>Sarni, S; <br>Bel, CA"	"<a href=""/scoping/document/47/776039"">776039</a>"	http://dx.doi.org/10.1016/j.epsr.2017.02.003	0
Emissions trading for households? A behavioral law and economics perspective	2017	"Woerdman, E; <br>Bolderdijk, JW"	"<a href=""/scoping/document/47/779003"">779003</a>"	http://dx.doi.org/10.1007/s10657-015-9516-x	0
Interaction effects of building technology and resident behavior on energy consumption in residential buildings	2017	"Zhao, D; <br>McCoy, AP; <br>Du, J; <br>Agee, P; <br>Lu, YJ"	"<a href=""/scoping/document/47/779868"">779868</a>"	http://dx.doi.org/10.1016/j.enbuild.2016.10.049	0
An analysis of the time of use electricity price in the residential sector of Bangladesh	2017	"Rahman, MM; <br>Hettiwatte, S; <br>Shafiullah, GM; <br>Arefi, A"	"<a href=""/scoping/document/47/783227"">783227</a>"	http://dx.doi.org/10.1016/j.esr.2017.09.017	0
Renewable Energy and Economic Development. An Analysis for Spain and the Biggest European Economies	2017	"Pou, MAC; <br>Simon, JMG"	"<a href=""/scoping/document/47/784292"">784292</a>"	http://dx.doi.org/10.20430/ete.v84i335.508	0
Does trade openness affect CO2 emissions: evidence from ten newly industrialized countries?	2017	"Zhang, S; <br>Liu, X; <br>Bae, J"	"<a href=""/scoping/document/47/784546"">784546</a>"	http://dx.doi.org/10.1007/s11356-017-9392-8	0
Finding faults and influencing consumption: the role of in-home energy feedback displays in managing high-tech homes	2017	"Berry, S; <br>Whaley, D; <br>Saman, W; <br>Davidson, K"	"<a href=""/scoping/document/47/790244"">790244</a>"	http://dx.doi.org/10.1007/s12053-016-9489-9	0
Can the US keep the PACE? A natural experiment in accelerating the growth of solar electricity	2017	"Ameli, N; <br>Pisu, M; <br>Kammen, DM"	"<a href=""/scoping/document/47/791243"">791243</a>"	http://dx.doi.org/10.1016/j.apenergy.2017.01.037	0
The Risk of Residential Peak Electricity Demand: A Comparison of Five European Countries	2017	Torriti, J	"<a href=""/scoping/document/47/793266"">793266</a>"	http://dx.doi.org/10.3390/en10030385	0
The nexus of renewable energy-agriculture-environment in BRICS	2017	"Liu, XY; <br>Zhang, S; <br>Bae, J"	"<a href=""/scoping/document/47/794020"">794020</a>"	http://dx.doi.org/10.1016/j.apenergy.2017.07.077	0
How smart do smart meters need to be?	2017	"Mogles, N; <br>Walker, I; <br>Ramallo-Gonzalez, AP; <br>Lee, J; <br>Natarajan, S; <br>Padget, J; <br>Gabe-Thomas, E; <br>Lovett, T; <br>Ren, G; <br>Hyniewska, S; <br>O'Neill, E; <br>Hourizi, R; <br>Coley, D"	"<a href=""/scoping/document/47/795441"">795441</a>"	http://dx.doi.org/10.1016/j.buildenv.2017.09.008	0
Assessing the impact of real-time price visualization on residential electricity consumption, costs, and carbon emissions	2017	"Nilsson, A; <br>Stoll, P; <br>Brandt, N"	"<a href=""/scoping/document/47/796735"">796735</a>"	http://dx.doi.org/10.1016/j.resconrec.2015.10.007	1
Information strategies for energy conservation: A field experiment in India	2017	"Chen, VL; <br>Delmas, MA; <br>Locke, SL; <br>Singh, A"	"<a href=""/scoping/document/47/801806"">801806</a>"	http://dx.doi.org/10.1016/j.eneco.2017.09.004	1
Multilayer Agent-Based Modeling and Social Network Framework to Evaluate Energy Feedback Methods for Groups of Buildings	2017	"Azar, E; <br>Al Ansari, H"	"<a href=""/scoping/document/47/801866"">801866</a>"	http://dx.doi.org/10.1061/(ASCE)CP.1943-5487.0000651	0
Use of solar energy for green building & reduction in the electricity bill of residential consumer	2017	"Bodkhe, S.B.; <br>Talhar Belge, A.S.; <br>Bodkhe, S.B."	"<a href=""/scoping/document/47/807844"">807844</a>"	http://dx.doi.org/10.1109/TENCONSpring.2017.8070041	0
Energy optimization strategy with Model Predictive Control and demand response	2017	"Catalão, J.P.S.; <br>Godina, R.; <br>Rodrigues, E.M.G.; <br>Pouresmaeil, E.; <br>Catalão, J.P.S."	"<a href=""/scoping/document/47/808061"">808061</a>"	http://dx.doi.org/10.1109/EEEIC.2017.7977767	0
Economic and environmental multi-optimal design and dispatch of solid oxide fuel cell based CCHP system	2017	"Jing, R; <br>Wang, M; <br>Wang, W; <br>Brandon, N; <br>Li, N; <br>Chen, JC; <br>Zhao, YR"	"<a href=""/scoping/document/47/809101"">809101</a>"	http://dx.doi.org/10.1016/j.enconman.2017.11.035	0
Luminescent Spectral Conversion to Improve the Performance of Dye-Sensitized Solar Cells	2017	"Hosseini, Z; <br>Taghavinia, N; <br>Diau, EWG"	"<a href=""/scoping/document/47/809157"">809157</a>"	http://dx.doi.org/10.1002/cphc.201700920	0
Battery Storage Systems as Grid-Balancing Measure in Low-Voltage Distribution Grids with Distributed Generation	2017	"Faessler, B; <br>Schuler, M; <br>Preissinger, M; <br>Kepplinger, P"	"<a href=""/scoping/document/47/809184"">809184</a>"	http://dx.doi.org/10.3390/en10122161	0
Development of a hybrid fuel cell system operated simplified neuro-fuzzy sliding-mode control based IM drive deploying linearization approach: An effort to enhance the performance	2017	"Mishra, RN; <br>Mohanty, KB"	"<a href=""/scoping/document/47/809192"">809192</a>"	http://dx.doi.org/10.1063/1.4989796	0
Exploring critical factors influencing the diffusion of electric vehicles in China: A multi-stakeholder perspective	2017	"Liu, HC; <br>You, XY; <br>Xue, YX; <br>Luan, X"	"<a href=""/scoping/document/47/809197"">809197</a>"	http://dx.doi.org/10.1016/j.retrec.2017.10.001	0
Social transition from energy consumers to prosumers: Rethinking the purpose and functionality of eco-feedback technologies	2017	"Miller, W; <br>Senadeera, M"	"<a href=""/scoping/document/47/809221"">809221</a>"	http://dx.doi.org/10.1016/j.scs.2017.09.009	0
Smart charging for electric vehicles to minimise charging cost	2017	"Wang, Y; <br>Infield, D; <br>Gill, S"	"<a href=""/scoping/document/47/809225"">809225</a>"	http://dx.doi.org/10.1177/0957650916688409	0
The activation of eco-driving mental models: Can text messages prime drivers to use their existing knowledge and skills?	2017	"Pampel, SM; <br>Jamson, SL; <br>Hibberd, D; <br>Barnard, Y"	"<a href=""/scoping/document/47/809228"">809228</a>"	http://dx.doi.org/10.1007/s10111-017-0441-3	0
Game-Theory based dynamic pricing strategies for demand side management in smart grids	2017	"Srinivasan, D; <br>Rajgarhia, S; <br>Radhakrishnan, BM; <br>Sharma, A; <br>Khincha, HP"	"<a href=""/scoping/document/47/809230"">809230</a>"	http://dx.doi.org/10.1016/j.energy.2016.11.142	0
Energy consulting services in the information age - literature review	2017	"Kjeang, AE; <br>Venkatesh, G; <br>Stahl, M; <br>Palm, J"	"<a href=""/scoping/document/47/809234"">809234</a>"	http://dx.doi.org/10.1186/s13705-017-0132-1	0
Root extension and nitrate transporter up-regulation induced by nitrogen deficiency improves nitrogen status and plant growth at the seedling stage of winter wheat (Triticum aestivum L.)	2017	"Jiang, SY; <br>Sun, JY; <br>Tian, ZW; <br>Hu, H; <br>Michel, EJS; <br>Gao, JW; <br>Jiang, D; <br>Cao, WX; <br>Dai, TB"	"<a href=""/scoping/document/47/809236"">809236</a>"	http://dx.doi.org/10.1016/j.envexpbot.2017.06.006	0
Machine Learning for Identifying Demand Patterns of Home Energy Management Systems with Dynamic Electricity Pricing	2017	"Koolen, D; <br>Sadat-Razavi, N; <br>Ketter, W"	"<a href=""/scoping/document/47/809240"">809240</a>"	http://dx.doi.org/10.3390/app7111160	4
ADDRESSING PARTICIPANT INATTENTION IN FEDERAL PROGRAMS: A FIELD EXPERIMENT WITH THE CONSERVATION RESERVE PROGRAM	2017	"Wallander, S; <br>Ferraro, P; <br>Higgins, N"	"<a href=""/scoping/document/47/809241"">809241</a>"	http://dx.doi.org/10.1093/ajae/aax023	0
Consumer Acceptance Analysis of the Home Energy Management System	2017	"Park, ES; <br>Hwang, B; <br>Ko, K; <br>Kim, D"	"<a href=""/scoping/document/47/809243"">809243</a>"	http://dx.doi.org/10.3390/su9122351	0
A benchtop biorobotic platform for in vitro observation of muscle-tendon dynamics with parallel mechanical assistance from an elastic exoskeleton	2017	"Robertson, BD; <br>Vadakkeveedu, S; <br>Sawicki, GS"	"<a href=""/scoping/document/47/809246"">809246</a>"	http://dx.doi.org/10.1016/j.jbiomech.2017.03.009	0
Free riding and rebates for residential energy efficiency upgrades: A multi-country contingent valuation experiment	2017	"Olsthoorn, M; <br>Schleich, J; <br>Gassmann, X; <br>Faure, C"	"<a href=""/scoping/document/47/809248"">809248</a>"	http://dx.doi.org/10.1016/j.eneco.2018.01.007	0
Real-Time First-Order Guidance Strategies for Trajectory Optimization Through Wind Energy Utilization	2017	Turkoglu, K	"<a href=""/scoping/document/47/809250"">809250</a>"	http://dx.doi.org/10.2514/1.C033122	0
Multi-objective cost-load optimization for demand side management of a residential area in smart grids	2017	"Shakouri, GH; <br>Kazemi, A"	"<a href=""/scoping/document/47/809255"">809255</a>"	http://dx.doi.org/10.1016/j.scs.2017.03.018	0
